OBJECTID;Id da Instalação;Nome;Id Agente Principal;Agente Principal;Data Prevista;Data Prevista;Data Entrada;Data Entrada,x,y
148;CECPE ;SUB CAUIPE                                         CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;01/06/2000;02/06/2000,-38.87166700499995,-3.697500004999995
149;CECRA2;SUB CRATO II                                       CE       ;DP2;DOM PEDRO II TRANSMISSORA DE ENERGIA SPE LTDA.                 ;19/09/2023;20/09/2023;;,-39.411944403999996,-7.200555503999965
150;CEDM2 ;SUB DIAS MACEDO II                                 CE       ;BR4;BRE 4 IMPLANTAÇÃO DE SISTEMAS DE TRANSMISSÃO ELÉTRICA SOCIEDADE;30/03/2026;31/03/2026;;,-38.51694440099999,-3.788333303999991
151;CEDMG ;SUB DELMIRO  GOUVEIA                               CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;01/06/2000;02/06/2000,-38.516666703,-3.7927500010000017
152;CEFSA ;SUB FAISA                                          CE       ;FAI;Eólica Faísa I  Geração e Comercialização de Energia SA        ;30/05/2014;31/05/2014;28/03/2014;29/03/2014,-39.26042300499995,-3.3411290049999707
153;CEFTZ ;SUB FORTALEZA                                      CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;01/06/2000;02/06/2000,-38.521388903,-3.8024722039999688
154;CEFZD ;SUB FORTALEZA II                                   CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;01/06/2000;02/06/2000,-38.521381706,-3.805444405000003
155;CEIBD ;SUB IBIAPINA II                                    CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;29/08/2016;30/08/2016;11/09/2016;12/09/2016,-41.19166600699998,-3.896953999999994
156;CEICO ;SUB ICO                                            CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;01/06/2000;02/06/2000,-38.86777780199998,-6.410250000999952
157;CEITC ;SUB ITAREMA V                                      CE       ;TA5;EOLICA ITAREMA V S.A.                                          ;30/03/2017;31/03/2017;31/12/2015;01/01/2016,-39.88944400099996,-2.965278006999995
158;CEJGII;SUB JAGUARUANA II                                  CE       ;DTE; DUNAS TRANSMISSÃO DE ENERGIA S.A.                             ;20/09/2023;21/09/2023;14/05/2024;15/05/2024,-37.71298950199997,-4.947946503999958
159;CEMAU ;SUB MARACANAU II                                   CE       ;NAU;CPFL TRANSMISSÃO DE ENERGIA MARACANAÚ LTDA.                    ;20/03/2022;21/03/2022;30/04/2022;01/05/2022,-38.657989002999955,-3.8639360069999498
160;CEMLD ;SUB MILAGRES II                                    CE       ;GST;GIOVANNI SANGUINETTI TRANSMISSORA DE ENERGIA S.A.              ;14/03/2020;15/03/2020;10/04/2020;11/04/2020,-38.92654900299999,-7.343106001999956
161;CEMLG ;SUB MILAGRES                                       CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;05/02/2000;06/02/2000,-38.938333005000004,-7.306666999999948
162;CEMPD ;SUB MASSAPE II                                     CE       ;FSA;EÓLICA FORMOSA LTDA                                            ;29/07/2009;30/07/2009;25/08/2009;26/08/2009,-40.326822005,-3.588894001999961
163;CEPCD ;SUB PICI II                                        CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;15/04/2005;16/04/2005;04/05/2005;05/05/2005,-38.58277780599997,-3.7444443999999635
164;CEPCE ;SUB PECEM II                                       CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;29/10/2013;30/10/2013;05/10/2013;06/10/2013,-38.87680600599998,-3.5954780059999507
165;CEPCM ;SUB ENERGIA PECEM                                  CE       ;PPG;Porto Pecem Geracao de Energia SA                              ;29/11/2011;30/11/2011;16/12/2010;17/12/2010,-38.87263100599995,-3.582036003999974
166;CEPCT ;SUB PACATUBA                                       CE       ;DTE; DUNAS TRANSMISSÃO DE ENERGIA S.A.                             ;18/09/2024;19/09/2024;15/10/2024;16/10/2024,-38.54909390199998,-3.887122101999978
167;CEPPG ;SUB PAPAGAIO                                       CE       ;BUR;Nova Eólica Buriti SA                                          ;30/08/2013;31/08/2013;20/03/2014;21/03/2014,-39.994861007,-2.8843060059999743
168;CEQXA ;SUB QUIXADA                                        CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;30/11/2001;01/12/2001;30/07/2003;31/07/2003,-38.92777800599998,-4.952500000999976
169;CEQXR ;SUB QUIXERE                                        CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;30/05/2014;31/05/2014;11/11/2014;12/11/2014,-37.78543800099999,-5.035035006999976
170;CERSD ;SUB RUSSAS II                                      CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;01/06/2000;02/06/2000,-37.988888903999964,-4.933861106999984
171;CESBD ;SUB SOBRAL II                                      CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;01/06/2000;02/06/2000,-40.38257200299995,-3.6998220009999727
172;CESBT ;SUB SOBRAL III                                     CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;;;01/06/2000;02/06/2000,-40.30046300599997,-3.6903580059999967
173;CESDF ;SUB SOL DO FUTURO                                  CE       ;SO1;CENTRAL FOTOVOLTAICA SOL DO FUTURO I S.A.                      ;30/10/2018;31/10/2018;01/03/2019;02/03/2019,-38.39390000699996,-3.9781000019999624
174;CESEIC;SUB ICARAI                                         CE       ;ICC;Central Geradora Eólica Icaraí I SA                            ;27/02/2014;28/02/2014;28/03/2014;29/03/2014,-39.601742006999984,-3.0959340039999574
175;CESRL ;SUB SANTA ROSALIA                                  CE       ;NVM;Nova Ventos do Morro do Chapeú Energias Renováveis SA          ;30/10/2016;31/10/2016;27/09/2016;28/09/2016,-41.182350001999964,-3.8692500069999483
176;CETAA ;SUB TAUA II                                        CE       ;CHF;CHESF - Companhia Hidro Elétrica do São Francisco              ;11/12/2007;12/12/2007;27/12/2007;28/12/2007,-40.27583330099998,-6.002111106999962
177;CETBA ;SUB TAIBA                                          CE       ;ETG;Central Geradora Eólica Taíba Águia SA                         ;29/06/2014;30/06/2014;18/06/2014;19/06/2014,-38.88880200699998,-3.5462600070000008
178;CETIA ;SUB TIANGUA II                                     CE       ;899;ARGO TRANSMISSÃO DE ENERGIA S.A.                               ;26/06/2019;27/06/2019;17/09/2019;18/09/2019,-41.01228599999996,-3.7730860039999925
179;CETRA ;SUB TRAIRI                                         CE       ;ATI;Central Eólica Trairí SA                                       ;29/11/2013;30/11/2013;21/11/2013;22/11/2013,-39.29624400299997,-3.242560006999952
180;DFBRN ;SUB BRASILIA  NORTE                                DF       ;CED;NEOENERGIA DISTRIBUICAO BRASILIA S.A.                          ;;;01/06/2000;02/06/2000,-47.935039005999954,-15.750522002999958
181;DFSTBG;SUB BRASILIA  GERAL                                DF       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-47.95215900199997,-15.812438004
182;DFSTBL;SUB BRASILIA LESTE                                 DF       ;BAR;VALE DO SAO BARTOLOMEU TRANSMISSORA DE ENERGIA S.A.            ;29/09/2017;30/09/2017;17/02/2018;18/02/2018,-47.708739004999984,-15.807434901999954
183;DFSTBS;SUB BRASILIA  SUL                                  DF       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-48.06847500099997,-15.862817004999954
184;DFSTSB;SUB SAMAMBAIA                                      DF       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-48.17183500499999,-15.923319004999996
185;ESLNR ;SUB LINHARES                                       ES       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;30/06/2018;01/07/2018;16/07/2018;17/07/2018,-40.105536005999966,-19.401941002
186;ESSECI;SUB CACHOEIRO DO ITAPEMIRIM                        ES       ;ESC;EDP ESPIRITO SANTO DISTRIBUICAO DE ENERGIA S.A.                ;;;01/06/2000;02/06/2000,-41.09000000399999,-20.847500004999972
187;ESSEMA;SUB MASCARENHAS                                    ES       ;ECY;INTERLIGAÇÃO ELÉTRICA EVRECY S.A.                              ;;;13/11/2006;14/11/2006,-40.91407180599998,-19.509963005999964
188;ESSJND;SUB JOAO NEIVA 2                                   ES       ;IEI;INTERLIGAÇÃO ELÉTRICA ITAÚNAS S.A.                             ;29/12/2020;30/12/2020;02/03/2023;03/03/2023,-40.381111003,-19.76527800499997
189;ESSRNS;SUB RIO NOVO DO SUL                                ES       ;CP9;ETC - EMPRESA TRANSMISSORA CAPIXABA S.A.                       ;29/11/2019;30/11/2019;24/08/2019;25/08/2019,-40.907756000999996,-20.88599700499998
190;ESSSMD;SUB SAO MATEUS 2                                   ES       ;DPT;HORIZON TRANSMISSÃO ES S.A.                                    ;08/08/2020;09/08/2020;22/12/2018;23/12/2018,-39.888056002999974,-18.752778001999957
191;ESSTAE;SUB VIANA                                          ES       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;17/12/2005;18/12/2005;18/12/2005;19/12/2005,-40.42888900599996,-20.36333300199999
192;ESSTAI;SUB ANCHIETA                                       ES       ;;;08/09/9999;09/09/9999;;,-40.650641001999986,-20.717940002999967
193;ESSTVD;SUB VIANA 2                                        ES       ;MG1;MGE TRANSMISSÃO S.A.                                           ;30/07/2014;31/07/2014;09/08/2014;10/08/2014,-40.50726900199999,-20.381250999999963
194;ESSTVE;SUB VERONA                                         ES       ;ESS;EMPRESA DE TRANSMISSÃO DO ESPÍRITO SANTO S.A. – ETES           ;28/06/2010;29/06/2010;05/07/2010;06/07/2010,-40.43444400299995,-18.740278005999983
195;ESSTVT;SUB VITORIA                                        ES       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-40.29452300099996,-20.194191001999968
196;GOALD ;SUB AGUAS LINDAS                                   GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;;07/02/1998;08/02/1998,-48.27527780099996,-15.767777800999966
197;GOANH ;SUB ANHANGUERA                                     GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;;01/06/2000;02/06/2000,-49.23669800199997,-16.78940000399996
198;GOBCO ;SUB BARRA DOS COQUEIROS                            GO       ;CQT;COQUEIROS TRANSMISSORA DE ENERGIA S.A.                         ;15/01/2010;16/01/2010;19/12/2009;20/12/2009,-51,-18.716667004999977
199;GOCJA ;SUB CARAJAS CELG                                   GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;06/01/2009;07/01/2009;24/01/2009;25/01/2009,-49.348889000999975,-16.717373006999992
200;GOCL2 ;SUB RIO CLARO 2                                    GO       ;TRC;MEZ 3 ENERGIA S.A.                                             ;29/12/2021;30/12/2021;10/04/2024;11/04/2024,-51.69153330499995,-17.64448890099999
201;GOEDA ;SUB EDEIA                                          GO       ;TE1;TRANSENERGIA RENOVÁVEL S.A.                                    ;28/02/2012;29/02/2012;11/02/2012;12/02/2012,-49.922500007,-17.326111003999983
202;GOFIR ;SUB FIRMINOPOLIS                                   GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;;10/10/1997;11/10/1997,-50.32888890099997,-16.59250000199995
203;GOGOL ;SUB GOIANIA LESTE                                  GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;;01/06/2000;02/06/2000,-49.23499860599998,-16.683611102999976
204;GOID  ;SUB RIO VERDE NORTE                                GO       ;ITB;Itumbiara Transmissora de Energia S/A.                         ;29/11/2006;30/11/2006;29/11/2006;30/11/2006,-50.863808006,-17.723131002000002
205;GOIGU ;SUB ITAGUACU                                       GO       ;CQT;COQUEIROS TRANSMISSORA DE ENERGIA S.A.                         ;15/01/2010;16/01/2010;19/12/2009;20/12/2009,-50.693332999999996,-19.00722200499996
206;GOITP ;SUB ITAPACI                                        GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;;01/06/2000;02/06/2000,-49.52416670299999,-14.942222200999993
207;GOJAT ;SUB JATAI                                          GO       ;TE1;TRANSENERGIA RENOVÁVEL S.A.                                    ;30/11/2012;01/12/2012;13/12/2012;14/12/2012,-52.048610999999994,-17.799166999999954
208;GOLUZI;SUB LUZIANIA                                       GO       ;SMT;Serra da Mesa Transmissora de Energia S/A.                     ;28/02/2008;29/02/2008;17/02/2008;18/02/2008,-47.83333300099997,-16.338611006999997
209;GOPAL ;SUB PALMEIRAS                                      GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;;19/03/1996;20/03/1996,-49.94305600199999,-16.786111004999952
210;GOPLA ;SUB PLANALTO                                       GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;;01/06/2000;02/06/2000,-49.23055560099999,-17.81277780299996
211;GOPRB ;SUB PARANAIBA                                      GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;;;01/06/2000;02/06/2000,-49.21166670299999,-18.371111102999976
212;GOPRS ;SUB PIRINEUS CELG                                  GO       ;CLT;EDP TRANSMISSÃO GOIÁS S.A.                                     ;29/09/2006;30/09/2006;17/10/2006;18/10/2006,-48.86621670399995,-16.38655830199997
213;GOQUI ;SUB QUIRINOPOLIS                                   GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;01/06/2000;02/06/2000,-50.420601003,-18.440300003000004
214;GOQUI2;SUB QUIRINOPOLIS 2                                 GO       ;TE1;TRANSENERGIA RENOVÁVEL S.A.                                    ;01/05/2011;02/05/2011;16/04/2011;17/04/2011,-50.578611000999956,-18.485278002999962
215;GORCL ;SUB RIO CLARO                                      GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;29/05/1995;30/05/1995,-51.691389001999994,-17.63166700399995
216;GORVE ;SUB RIO VERDE (CELG)                               GO       ;CLG;EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A                  ;;;01/06/2000;02/06/2000,-50.883154004999994,-17.76123120699998
217;GOSILN;SUB SILVANIA                                       GO       ;SVN;SILVANIA TRANSMISSORA DE ENERGIA S.A.                          ;30/03/2025;31/03/2025;16/12/2023;17/12/2023,-48.23305560599999,-16.593888902000003
218;GOSME2;SUB SERRA DA MESA 2                                GO       ;ITT;INTEGRAÇAO TRANSMISSORA DE ENERGIA S.A                         ;26/04/2008;27/04/2008;17/02/2008;18/02/2008,-48.04777800299996,-13.764444000999958
219;GOSTBD;SUB BANDEIRANTES                                   GO       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-49.233715004999965,-16.79333500599995
220;GOSTBT;SUB BARRO ALTO                                     GO       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-48.92496400299996,-15.12027100499995
221;GOSTNQ;SUB NIQUELANDIA                                    GO       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-48.48993400499995,-14.472769008
222;GOSTPP;SUB PIRINEUS                                       GO       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;09/10/2006;10/10/2006;28/11/2006;29/11/2006,-48.866217001999985,-16.38628100699998
223;GOSTRV;SUB RIO VERDE (FURNAS)                             GO       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;01/06/2000;02/06/2000,-50.883154004999994,-17.76094900099997
224;GOSTSM;SUB SERRA DA MESA                                  GO       ;EBR;CENTRAIS ELETRICAS BRASILEIRAS SA ELETROBRAS                   ;;;30/12/1990;31/12/1990,-48.30051200099996,-13.826187007999977
